PT	AU	BA	BE	GP	AF	BF	CA	TI	SO	SE	BS	LA	DT	CT	CY	CL	SP	HO	DE	ID	AB	C1	RP	EM	RI	OI	FU	FX	CR	NR	TC	Z9	U1	U2	PU	PI	PA	SN	EI	BN	J9	JI	PD	PY	VL	IS	PN	SU	SI	MA	BP	EP	AR	DI	D2	EA	PG	WC	SC	GA	UT	PM	OA	HC	HP	DA
J	Courtwright, J				Courtwright, Julie			Birds, Bones, and Beetles: The Improbable Career and Remarkable Legacy of University of Kansas Naturalist Charles D. Bunker	ENVIRONMENTAL HISTORY			English	Book Review									[Courtwright, Julie] Iowa State Univ, Ames, IA 50011 USA	Courtwright, J (corresponding author), Iowa State Univ, Ames, IA 50011 USA.	jcourtw@iastate.edu						1	0	0	0	0	OXFORD UNIV PRESS INC	CARY	JOURNALS DEPT, 2001 EVANS RD, CARY, NC 27513 USA	1084-5453	1930-8892		ENVIRON HIST-US	Environ. Hist.	JUL	2020	25	3					567	569		10.1093/envhis/emaa009			3	Environmental Studies; History	Environmental Sciences & Ecology; History	MG7YB	WOS:000546245500021		hybrid			2021-09-15	
J	Rane, V; MacKenzie, CA				Rane, Vrishtee; MacKenzie, Cameron A.			Evaluating students with online testing modules in engineering economics: A comparision of student performance with online testing and with traditional assessments	ENGINEERING ECONOMIST			English	Article							IMPROVES PERFORMANCE; DISHONESTY; ANXIETY; MODEL	Engineering economics courses often require students to take time-constrained, in-class exams in which they solve problems by hand, possibly referring to interest rate tables. Many students rely on partial credit to successfully pass exams. Outside of the classroom, professionals rely on computers to solve engineering economics problems, which raises the question of whether engineering economics courses are correctly assessing student performance. This article describes the study of a large engineering economics class using a non-conventional testing method. Student performance was evaluated using online testing modules with a stringent passing criterion, and the tests could be taken multiple times. The questions for each testing attempt were pulled from a database so that students received a new question every time. We compare the performance of students who were assessed using traditional methods with the performance of students assessed with these online testing modules. Our analysis shows that, overall, students who were assessed using the online testing modules earned better grades than students who were assessed via traditional methods. The analysis also discusses several benefits and drawbacks to using online assessments compared with traditional methods. The online assessment method could be useful in large engineering courses that are formula-based.	[Rane, Vrishtee; MacKenzie, Cameron A.] Iowa State Univ, Dept Ind & Mfg Syst Engn, Ames, IA 50011 USA	MacKenzie, CA (corresponding author), Iowa State Univ, Dept Ind & Mfg Syst Engn, Ames, IA 50011 USA.	camacken@iastate.edu						38	1	1	1	2	TAYLOR & FRANCIS INC	PHILADELPHIA	530 WALNUT STREET, STE 850, PHILADELPHIA, PA 19106 USA	0013-791X	1547-2701		ENG ECON	Eng. Econ.	JUL 2	2020	65	3			SI		213	235		10.1080/0013791X.2020.1784336		JUN 2020	23	Business; Engineering, Industrial; Management; Operations Research & Management Science	Business & Economics; Engineering; Operations Research & Management Science	NE3MP	WOS:000549512900001		Green Submitted			2021-09-15	
J	Rodriguez, NN				Rodriguez, Noreen Naseem			Teaching and learning the difficult past: Comparative perspectives	THEORY AND RESEARCH IN SOCIAL EDUCATION			English	Book Review							STUDENTS		[Rodriguez, Noreen Naseem] Iowa State Univ, Ames, IA 50011 USA	Rodriguez, NN (corresponding author), Iowa State Univ, Ames, IA 50011 USA.	nrdz@iastate.edu	Rodriguez, Noreen/AAQ-4099-2021					14	0	0	0	1	ROUTLEDGE JOURNALS, TAYLOR & FRANCIS LTD	ABINGDON	2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND	0093-3104	2163-1654		THEOR RES SOC EDUC	Theory Res. Soc. Educ.	OCT 1	2020	48	4					611	614		10.1080/00933104.2020.1786310		JUN 2020	4	Education & Educational Research	Education & Educational Research	PA6NS	WOS:000547943500001					2021-09-15	
J	Reding, B; Carter, P; Qi, YJ; Li, Z; Wu, Y; Wannemuehler, M; Bratlie, KM; Wang, Q				Reding, Brittney; Carter, Prerana; Qi, Yijun; Li, Zhe; Wu, Yue; Wannemuehler, Michael; Bratlie, Kaitlin M.; Wang, Qun			Manipulate intestinal organoids with niobium carbide nanosheets	JOURNAL OF BIOMEDICAL MATERIALS RESEARCH PART A			English	Article						intestinal organoids; manipulation; nanosheets; niobium carbide	STEM-CELLS; EX-VIVO; MXENE; NANOPARTICLES	Multifunctional two-dimensional nanosheet materials have attracted attention in biomedical fields due to their unique physiochemical and biological properties. Interactions between intestinal stem cells and Engineered Nanomaterials (ENMs) are an essential area in research with the growing diagnosis of gastrointestinal (GI) diseases. One unique type of two-dimensional metal carbide nanomaterial, niobium carbide (Nb2C), has shown promising properties for potential applications in this field, such as biocompatibility, stability, and high photothermal conversion efficiency. In this study, Nb2C nanosheets were prepared by spark plasma sintering and HF etching. Various concentrations of Nb2C nanosheets were placed inside intestinal organoids, which mimic the real functions of an intestinal system. These organoids were formed from intestinal crypts that were isolated from mice and grew into self-maintained systems. Through growth analysis, surface area calculations, and cell viability tests, it was concluded that an optimal concentration of nanosheets exists that may offer stimulation to intestinal cells while having no toxic effects. A high concentration of nanosheets in the organoids inhibited growth, whereas the control and low concentration of nanosheets showed no reduced growth rate. When placed under infrared exposure, the organoids with nanosheets offered stimulation and showed more viability after time as compared to the control organoids with no nanosheets. These results show overall potential benefits of placing low concentration Nb2C nanosheets in intestinal systems to protect and stimulate cell survivability when undergoing various treatments.	[Reding, Brittney; Carter, Prerana; Qi, Yijun; Li, Zhe; Wu, Yue; Bratlie, Kaitlin M.; Wang, Qun] Iowa State Univ, Dept Chem & Biol Engn, 1014 Sweeney Hall, Ames, IA 50011 USA; [Wannemuehler, Michael] Iowa State Univ, Dept Vet Microbiol & Prevent Med, Ames, IA USA; [Bratlie, Kaitlin M.] Iowa State Univ, Dept Mat Sci & Engn, Ames, IA USA	Wang, Q (corresponding author), Iowa State Univ, Dept Chem & Biol Engn, 1014 Sweeney Hall, Ames, IA 50011 USA.	qunwang@iastate.edu		Carter, Prerana/0000-0001-5251-7376; Wang, Qun/0000-0002-5660-5602	Crohn's & Colitis Foundation of America [348137]; Pharmaceutical Research and Manufacturers of America Foundation [RSGTMT17]	Crohn's & Colitis Foundation of America, Grant/Award Number: 348137; Pharmaceutical Research and Manufacturers of America Foundation, Grant/Award Number: RSGTMT17		25	0	0	3	21	WILEY	HOBOKEN	111 RIVER ST, HOBOKEN 07030-5774, NJ USA	1549-3296	1552-4965		J BIOMED MATER RES A	J. Biomed. Mater. Res. Part A	APR	2021	109	4					479	487		10.1002/jbm.a.37032		JUN 2020	9	Engineering, Biomedical; Materials Science, Biomaterials	Engineering; Materials Science	QI2LW	WOS:000540711100001	32506610	Green Published			2021-09-15	
J	Kim, M; Wang, L				Kim, Myungjin; Wang, Li			Generalized Spatially Varying Coefficient Models	JOURNAL OF COMPUTATIONAL AND GRAPHICAL STATISTICS			English	Article						Bivariate penalized spline; Generalized cross-validation; QR decomposition; Quasi-likelihood; Triangulation	BIVARIATE PENALIZED SPLINES; ADDITIVE-MODELS; EFFICIENT ESTIMATION; REGRESSION	In this article, we introduce a new class of nonparametric regression models, called generalized spatially varying coefficient models (GSVCMs), for data distributed over complex domains. For model estimation, we propose a nonparametric quasi-likelihood approach using the bivariate penalized spline approximation technique. We show that our estimation procedure is able to handle irregularly-shaped spatial domains with complex boundaries. Under some regularity conditions, the estimator for the coefficient function is proved to be consistent in the L-2 sense and its convergence rate is established. We develop a numerically stable algorithm using penalized iteratively reweighted least squares method to estimate the coefficient functions in GSVCMs. To gain efficiency in the computation for large-scale data, we further propose a QR decomposition-based algorithm, which requires only sub-blocks of the design matrix to be computed at a time, so that it allows efficient estimation of GSVCMs for large datasets with modest computer hardware. The finite sample performance of the GSVCM and its estimation method is examined by simulations studies. The proposed method is also illustrated by an analysis of the crash data in Florida. for this article are available online.	[Kim, Myungjin; Wang, Li] Iowa State Univ, Dept Stat, Ames, IA 50011 USA	Wang, L (corresponding author), Iowa State Univ, Dept Stat, Ames, IA 50011 USA.	lilywang@iastate.edu		Wang, Lily/0000-0001-8432-9986	National Science FoundationNational Science Foundation (NSF) [DMS-1542332, DMS-1916204]	Li Wang's research was supported in part by National Science Foundation awards DMS-1542332 and DMS-1916204.		29	1	1	5	10	AMER STATISTICAL ASSOC	ALEXANDRIA	732 N WASHINGTON ST, ALEXANDRIA, VA 22314-1943 USA	1061-8600	1537-2715		J COMPUT GRAPH STAT	J. Comput. Graph. Stat.	JAN 2	2021	30	1					1	10		10.1080/10618600.2020.1754225		MAY 2020	10	Statistics & Probability	Mathematics	RC6HR	WOS:000536374500001					2021-09-15	
J	Van Vertloo, LR; Gettinger, MR; Naiman, JH; Haynes, JS				Van Vertloo, Laura R.; Gettinger, Melissa R.; Naiman, Jaron H.; Haynes, Joseph S.			Upper Airway Obstruction Due to Primary Laryngeal Blastomycosis in a Dog	JOURNAL OF THE AMERICAN ANIMAL HOSPITAL ASSOCIATION			English	Article							CANINE BLASTOMYCOSIS; DIAGNOSIS; THERAPY	A 9 yr old female spayed Labrador retriever presented for progressive dyspnea. Inspiratory stridor and inspiratory and expiratory dyspnea were present, consistent with an upper airway obstruction. A laryngeal exam revealed severe thickening of the arytenoid cartilages and masses associated with the arytenoids. A tracheostomy tube was placed, and the masses were biopsied. Histopathology showed pyogranulomatous inflammation secondary to Blastomyces dermatitidis. The dog was initially treated with amphotericin B and terbinafine in the hospital until the airway obstruction resolved and the tracheostomy tube could be removed. The dog experienced complete recovery after long-term treatment with itraconazole and terbinafine. This is the first report of laryngeal obstruction secondary to primary laryngeal blastomycosis in a dog. Blastomycosis should be considered for cases of obstructive laryngeal disease, and a good outcome can be achieved with antifungal treatment.	[Van Vertloo, Laura R.; Gettinger, Melissa R.; Naiman, Jaron H.; Haynes, Joseph S.] Iowa State Univ, Ames, IA 50011 USA	Van Vertloo, LR (corresponding author), Iowa State Univ, Ames, IA 50011 USA.	vanvertl@iastate.edu	Naiman, Jaron/AAO-6838-2020					20	0	0	0	0	AMER ANIMAL HOSPITAL ASSOC	LAKEWOOD	PO BOX 150899, LAKEWOOD, CO 80215-0899 USA	0587-2871	1547-3317		J AM ANIM HOSP ASSOC	J. Am. Anim. Hosp. Assoc.	MAY-JUN	2020	56	3					181	184		10.5326/JAAHA-MS-6984			4	Veterinary Sciences	Veterinary Sciences	PY4NV	WOS:000612023500012	32182114				2021-09-15	
J	Yu, HC; Fought, EL; Windus, TL; Kraus, GA				Yu, Huangchao; Fought, Ellie L.; Windus, Theresa L.; Kraus, George A.			Direct Synthesis of the Phenanthroviridone Skeleton Using a Highly Regioselective Nitroquinone Diels-Alder Reaction	ACS OMEGA			English	Article							QUINONES	A variety of nucleophiles react efficiently with in situ generated nitroquinones. The reaction with substituted resorcinols led to the direct synthesis of the phenanthroviridinone and lagumycin skeleton via a highly regioselective Diels-Alder reaction.	[Yu, Huangchao; Fought, Ellie L.; Windus, Theresa L.; Kraus, George A.] Iowa State Univ, Dept Chem, Ames, IA 50011 USA	Kraus, GA (corresponding author), Iowa State Univ, Dept Chem, Ames, IA 50011 USA.	gakraus@iastate.edu			ISU Department of Chemistry; U.S. Department of Energy, Office of Basic Energy Sciences, Division of Chemical Sciences, Geosciences, and the BiosciencesUnited States Department of Energy (DOE); U.S. Department of EnergyUnited States Department of Energy (DOE) [DE-AC02-07CH11358]	We thank the ISU Department of Chemistry for partial support of this research. This research was partially supported by the U.S. Department of Energy, Office of Basic Energy Sciences, Division of Chemical Sciences, Geosciences, and the Biosciences for the Computational Chemical Sciences project. The Ames Laboratory is operated for the U.S. Department of Energy by Iowa State University under Contract no. DE-AC02-07CH11358.		15	0	0	0	0	AMER CHEMICAL SOC	WASHINGTON	1155 16TH ST, NW, WASHINGTON, DC 20036 USA	2470-1343			ACS OMEGA	ACS Omega	APR 28	2020	5	16					9311	9315		10.1021/acsomega.0c00201			5	Chemistry, Multidisciplinary	Chemistry	LJ1IQ	WOS:000529926400026	32363281	Green Published, gold			2021-09-15	
J	Bista, B; Valenzuela, N				Bista, Basanta; Valenzuela, Nicole			Turtle Insights into the Evolution of the Reptilian Karyotype and the Genomic Architecture of Sex Determination	GENES			English	Review						sex chromosome evolution; karyotypic and molecular evolution; genomic architecture of sexual development; adaptation and natural selection; genome organization and function; nucleolar organizing region; dosage compensation; faster-X and faster-Z; climate change and global warming; reptilian vertebrates	CHROMOSOME DOSAGE COMPENSATION; APALONE-MUTICA TURTLES; GENE-EXPRESSION; X-CHROMOSOME; SIEBENROCKIELLA-CRASSICOLLIS; MICROCHROMOSOME SYSTEM; MALE HETEROGAMETY; CHRYSEMYS-PICTA; TEMPERATURE; REVERSAL	Sex chromosome evolution remains an evolutionary puzzle despite its importance in understanding sexual development and genome evolution. The seemingly random distribution of sex-determining systems in reptiles offers a unique opportunity to study sex chromosome evolution not afforded by mammals or birds. These reptilian systems derive from multiple transitions in sex determination, some independent, some convergent, that lead to the birth and death of sex chromosomes in various lineages. Here we focus on turtles, an emerging model group with growing genomic resources. We review karyotypic changes that accompanied the evolution of chromosomal systems of genotypic sex determination (GSD) in chelonians from systems under the control of environmental temperature (TSD). These transitions gave rise to 31 GSD species identified thus far (out of 101 turtles with known sex determination), 27 with a characterized sex chromosome system (13 of those karyotypically). These sex chromosomes are varied in terms of the ancestral autosome they co-opted and thus in their homology, as well as in their size (some are macro-, some are micro-chromosomes), heterogamety (some are XX/XY, some ZZ/ZW), dimorphism (some are virtually homomorphic, some heteromorphic with larger-X, larger W, or smaller-Y), age (the oldest system could be similar to 195 My old and the youngest < 25 My old). Combined, all data indicate that turtles follow some tenets of classic theoretical models of sex chromosome evolution while countering others. Finally, although the study of dosage compensation and molecular divergence of turtle sex chromosomes has lagged behind research on other aspects of their evolution, this gap is rapidly decreasing with the acceleration of ongoing research and growing genomic resources in this group.	[Bista, Basanta; Valenzuela, Nicole] Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA	Bista, B; Valenzuela, N (corresponding author), Iowa State Univ, Dept Ecol Evolut & Organismal Biol, Ames, IA 50011 USA.	bbista@iastate.edu; nvalenzu@iastate.edu		Bista, Basanta/0000-0003-0816-9452; Valenzuela, Nicole/0000-0003-1148-631X	National Science Foundation of USANational Science Foundation (NSF) [IOS-1555999]	This work and the APC were funded in part by National Science Foundation of USA grant IOS-1555999 to N.V.		112	14	14	1	5	MDPI	BASEL	ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND		2073-4425		GENES-BASEL	Genes	APR	2020	11	4							416	10.3390/genes11040416			16	Genetics & Heredity	Genetics & Heredity	LT7CM	WOS:000537224600123	32290488	Green Published, gold			2021-09-15	
J	Bjorkman, B				Bjorkman, Beth			Infectious power domination of hypergraphs	DISCRETE MATHEMATICS			English	Article						Power domination; Hypergraph; Infection number		The power domination problem seeks to find the placement of the minimum number of sensors needed to monitor an electric power network. We generalize the power domination problem to hypergraphs using the infection rule from Bergen et al. (2018): given an initial set of observed vertices, S-0, a set A subset of S-0 may infect an edge e if A subset of e and for any unobserved vertex v, if A boolean OR {v} is contained in an edge, then v is an element of e. We combine a domination step with this infection rule to create infectious power domination. We compare this new parameter to the previous generalization by Chang and Roussel (2015). We provide general bounds and determine the impact of some hypergraph operations. (C) 2019 Elsevier B.V. All rights reserved.	[Bjorkman, Beth] Iowa State Univ, Dept Math, Ames, IA 50011 USA	Bjorkman, B (corresponding author), Iowa State Univ, Dept Math, Ames, IA 50011 USA.	bjorkman@iastate.edu		Bjorkman, Beth/0000-0001-7406-0311	Science, Mathematics, and Research for Transformation (SMART) Scholarship for Service program via the the Under Secretary of Defense-Research and Engineering, National Defense Education Program (NDEP) / BA-1, Basic Research	The author would like to thank the anonymous reviewers for their careful reading and suggestions. The author would also like to thank Dr. Leslie Hogben for her insight throughout this project. This work was funded by the Science, Mathematics, and Research for Transformation (SMART) Scholarship for Service program via the the Under Secretary of Defense-Research and Engineering, National Defense Education Program (NDEP) / BA-1, Basic Research.		12	0	0	0	1	ELSEVIER	AMSTERDAM	RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS	0012-365X	1872-681X		DISCRETE MATH	Discret. Math.	MAR	2020	343	3							111724	10.1016/j.disc.2019.111724			12	Mathematics	Mathematics	KH9CX	WOS:000510947800002		Green Submitted, Bronze			2021-09-15	
J	Goedeken, E				Goedeken, Ed			MBS: The Rise to Power of Mohammad bin Salman	LIBRARY JOURNAL			English	Book Review									[Goedeken, Ed] Iowa State Univ Lib, Ames, IA 50011 USA	Goedeken, E (corresponding author), Iowa State Univ Lib, Ames, IA 50011 USA.							1	0	0	0	0	REED BUSINESS INFORMATION	NEW YORK	360 PARK AVENUE SOUTH, NEW YORK, NY 10010 USA	0363-0277			LIBR J	Libr. J.	MAR	2020	145	3					104	104					1	Information Science & Library Science	Information Science & Library Science	KT0TZ	WOS:000518724500194					2021-09-15	
J	Guirguis, M; Buss, A				Guirguis, Minas; Buss, Ashley			Adopting Chip Sealing Performance-Based Approaches to Determine Rational Design Quantities	JOURNAL OF TESTING AND EVALUATION			English	Article						chip seal; performance; pavement design; seal coats; flexible pavements; high-performance pavements		Chip seal research advocates for performing rational design computations prior to construction to determine the initial chip and binder application rates. Research indicated that a major concern in chip seal construction industry is the lack of following a formal/documented computational design approach. This study is a result of research that investigatedways to improve chip seal design specifications in Oregon State, focusing on field application rates. The objective of this article is to encourage agencies and contractors to adopt a formal established design approach to determine their aggregates and binder application rates. This is established through identifying the parameters considered in the design while showing straightforward procedures to follow formal design approaches. Chip seal design calls for conducting laboratory and field evaluations and uses the results as input data to estimate the appropriate quantities of materials. Thus, involved parties at the design stage are required to (1) understand the properties of chip seal materials (aggregate and binder), (2) identify the pre-seal road condition, and (3) use said information in the design process. This study uses various roadways located in Klamath Falls, Oregon to verify the importance of using rational design procedures. The roadways were constructed in accordance with Oregon Department of Transportation specifications; however, application rates were based upon the agency's previous experience rather than using a rational design approach. The study compares roadways' infield application rates and rationally estimated rates based upon two commonly used methodologies, namely McLeod and New Zealand. Findings shows that roadways constructed using infield application rates close to the rationally estimated rates had better embedment and a longer predicted life span when compared to the rest of roadways that had excessive aggregate amounts and less binder content.	[Guirguis, Minas; Buss, Ashley] Iowa State Univ, Dept Civil Construct & Environm Engn, 394 Town Engn, Ames, IA 50011 USA	Guirguis, M (corresponding author), Iowa State Univ, Dept Civil Construct & Environm Engn, 394 Town Engn, Ames, IA 50011 USA.	minas@iastate.edu			Oregon DOT	The authors would like to thank the Oregon DOT for supporting this research. Thank you to the technical advisory committee for their suggestions and assistance. Special thanks to Jon Lazarus and Larry Ilg. Thank you to the Oregon DOT special operations crew for traffic control. Thank you to the chip seal contractors for their help on the construction site. Thank you to Douglas Gransberg and Chris Williams at Iowa State University for their help and support. Thank you to Paul Ledtje, Ben Claypool, Marie Grace Mercado, Jinhua Yu, and Jesse Studer at Iowa State University for their help in collecting field data.		19	1	1	0	2	AMER SOC TESTING MATERIALS	W CONSHOHOCKEN	100 BARR HARBOR DR, W CONSHOHOCKEN, PA 19428-2959 USA	0090-3973	1945-7553		J TEST EVAL	J. Test. Eval.	MAR	2020	48	2					758	774		10.1520/JTE20180296			17	Materials Science, Characterization & Testing	Materials Science	LF7PN	WOS:000527609100003					2021-09-15	
J	Palmer, SM; Winham, DM				Palmer, Shelly M.; Winham, Donna M.			Midwest Consumer Shopping Habits, Nutrition Knowledge, and Latino Tienda Use	HEALTH BEHAVIOR AND POLICY REVIEW			English	Article						nutrition knowledge; food safety; healthcare; Latinas; Mexican-Americans; tiendas	HEALTHY FOOD; STORE CHOICE; LOW-INCOME; ACCULTURATION; AVAILABILITY; ENVIRONMENT	Objective: In this study, we assessed the intrapersonal, interpersonal, and community influences on nutrition knowledge, views on healthy foods, grocery store choice, and grocery shopping patterns specifically at Latino tiendas, among Midwestern adults by Hispanic or non-Hispanic ethnicity. Methods: We surveyed a convenience sample of adults on an open-ended definition of healthy foods, nutrition knowledge, shopping behaviors, and reasons for store choice. Results: Of the 149 respondents, no ethnic differences were observed in qualitative definitions of healthy foods (low fat, unprocessed, high nutrient content). Fewer Hispanics than non-Hispanics correctly identified healthier options for rice, canned fruits, and canned tuna. Respondents indicated that proximity to home and food price were motivators of store choice. Significantly more Hispanics than non-Hispanics shopped at Walmart (42% vs 15%; p < .001), and at tiendas (77% vs 14%; p < .001). Food selection was the most frequent reason given by all for shopping at tiendas. Conclusions: Hispanics and non-Hispanics share similar views of healthy food definitions and important store characteristics. Non-Hispanics could potentially use tiendas more frequently considering expressed interests in food prices and selection. Some healthier food options that are culturally important were less known by Hispanics. Further research with a larger sample is needed to substantiate these preliminary findings.	[Palmer, Shelly M.; Winham, Donna M.] Iowa State Univ, Dept Food Sci & Human Nutr, Ames, IA 50011 USA	Winham, DM (corresponding author), Iowa State Univ, Dept Food Sci & Human Nutr, Ames, IA 50011 USA.	dwinham@iastate.edu	Winham, Donna/B-2091-2014	Winham, Donna/0000-0003-3924-2560	Iowa Agriculture and Home Economics Experiment Station, Ames, Iowa; Hatch ActUnited States Department of Agriculture (USDA) [IOW04002]; State of Iowa funds [IOW04002]	Research support for this paper was provided by the Iowa Agriculture and Home Economics Experiment Station, Ames, Iowa. Project No. IOW04002 is sponsored by the Hatch Act and State of Iowa funds.		32	1	1	0	1	PARIS SCHOLAR PUBLISHING LTD	ALHAMBRA	1508 S GARFIELD AVE, ALHAMBRA, CA, UNITED STATES	2326-4403			HEALTH BEHAV POLICY	Health Behav. Policy Rev.	MAR	2020	7	2					79	91		10.14485/HBPR.7.2.1			13	Public, Environmental & Occupational Health	Public, Environmental & Occupational Health	LG7GP	WOS:000528265000001		hybrid, Green Submitted			2021-09-15	
